id,number,title,state,created_at,closed_at,labels
2590566095,4667,[Bug] No Exp Gained after Switching in a Pokemon as the Opponent Faints,closed,2024-10-16T04:21:16Z,2024-10-30T01:58:14Z,['P2 Bug']
2584498607,4658,"[Bug] On Reload; First-turn Moves and Gigaton can be used Successively, Torment Loses Last-used Move, Truant does not Force Skip Turns,",open,2024-10-14T01:26:47Z,,"['Move', 'Ability', 'P2 Bug']"
2582143554,4645,[Bug] Entry hazards still get set twice during double battles,open,2024-10-11T20:34:06Z,,"['Move', 'P2 Bug']"
2579472522,4634,"[Bug] OHKO Move Type Hints Display a ""falsex"" when Targeting Immune Enemies",closed,2024-10-10T17:47:40Z,2024-10-11T21:13:36Z,['P3 Bug']
2578617552,4630,[Bug] Rare shiny Noivern backsprite sometimes substitute sprite,open,2024-10-10T11:50:56Z,,"['Sprite/Animation', 'P3 Bug']"
2576131825,4622,[Beta][P3] Enemy used PP flyout does not count down,closed,2024-10-09T14:37:25Z,2024-10-10T15:42:24Z,"['P3 Bug', 'Beta']"
2575811689,4621,[Bug] Repeated Pokemon ID's in Daily Runs,closed,2024-10-09T12:38:40Z,2024-10-09T18:43:33Z,['P2 Bug']
2571589230,4610,"[Bug] Game crash involving Ditto, Reviver Seed, and Sketch",closed,2024-10-07T22:06:58Z,2024-11-08T05:59:58Z,"['Move', 'P1 Bug']"
2569516645,4605,[Bug] Imprison Crashes the Game when Used Against the Player with an Invalid Pokemon in the Second Slot,closed,2024-10-07T06:56:41Z,2024-10-13T07:30:51Z,"['Move', 'P1 Bug']"
2569373151,4604,[Bug] Trick Room Does Not End when Used Again While Active,open,2024-10-07T05:39:45Z,,"['Move', 'P2 Bug']"
2568678060,4597,[Feature] Reduce cost of full restore ,open,2024-10-06T14:01:59Z,,"['Enhancement', 'Triage']"
2568490450,4594,[Bug] Pollen Puff Damages Ally Before Healing,closed,2024-10-06T06:29:08Z,2024-10-10T15:44:20Z,"['Move', 'P2 Bug']"
2568379819,4592,[Bug] Quick Draw Message is Shown when Catching a Pokemon,open,2024-10-06T00:18:56Z,,"['Ability', 'P3 Bug']"
2567591690,4586,[Bug] Some Mystery Encounters allow the opponent to bypass semi-invulnerability on turn 1,open,2024-10-05T01:48:50Z,,"['Mystery Encounter', 'P2 Bug']"
2567545285,4584,[Bug] Slumbering Snorlax bypasses Snorlax's sleep status on turn 1,open,2024-10-05T00:01:31Z,,"['Mystery Encounter', 'P2 Bug']"
2567533209,4582,[Feature] Enhance Reward System for Pokémon with Multiple Evolution Paths,open,2024-10-04T23:36:18Z,,"['Enhancement', 'Triage']"
2567453376,4580,[Bug] Dark Deal reduces transformed Pokemon's held item stacks to 1,closed,2024-10-04T21:43:15Z,2024-10-23T15:04:39Z,"['Mystery Encounter', 'P2 Bug']"
2567066027,4578,[Bug] [ME] Dancing Lessons free turn K.O.,open,2024-10-04T18:41:37Z,,"['Mystery Encounter', 'P2 Bug']"
2566757916,4575,[Bug] Metal Burst causes game to crash if intended target faints,closed,2024-10-04T16:35:51Z,2024-10-07T14:49:32Z,"['Move', 'P1 Bug', 'Beta']"
2565790694,4574,"[Bug] PostDefendAbAttr Abilities (Sand Spit, Electromorphosis, etc) Activate when Hit by a Move with Substitute Active.",closed,2024-10-04T08:31:28Z,2024-10-24T00:35:48Z,"['Move', 'Ability', 'P2 Bug']"
2564815667,4563,[Bug] Items stolen during Training Session [Mystery Encounter] are lost forever,open,2024-10-03T19:08:55Z,,"['Mystery Encounter', 'P2 Bug']"
2563634753,4556,[Bug] Egg summary view does not refresh ,closed,2024-10-03T10:05:46Z,2024-10-03T10:14:56Z,"['(Legacy) Bug', 'Triage']"
2563192146,4554,[Bug] Silk Trap and King's Shield Drop Stats Through Abilities that Prevent Stat Drops.,closed,2024-10-03T06:02:07Z,2024-10-10T15:43:17Z,"['Move', 'Ability', 'P2 Bug']"
2562727810,4552,[Bug] Gulp Missile activation freezes the game if both sides faint at the same time,closed,2024-10-02T22:22:05Z,2024-11-13T06:28:24Z,"['Ability', 'P1 Bug']"
2560335363,4540,[P3] Type hint does not update when `Teleport` is used,open,2024-10-01T22:40:54Z,,['P3 Bug']
2560192923,4537,"[P3] ""Rapid increase"" reported when max number was reached",closed,2024-10-01T20:53:56Z,2024-10-10T20:05:57Z,['P3 Bug']
2558013927,4532,[Bug] Openable menu on first character of scrolling text,open,2024-10-01T02:11:52Z,,"['UI/UX', 'P2 Bug']"
2557892946,4531,[Bug] Gorilla Tactics Uses Struggle on Reload,closed,2024-10-01T00:05:42Z,2024-10-13T07:32:08Z,"['Ability', 'P2 Bug']"
2557359126,4527,[P2 Bug] Reused RNG calls causing unintended RNG correlations,open,2024-09-30T18:19:26Z,,['P2 Bug']
2556773145,4525,[Sprite][Color] Dada Zarude - incomplete details on scarf,open,2024-09-30T13:58:08Z,,"['Sprite/Animation', 'P3 Bug']"
2556386041,4520,[P1] Crash when starting challenge run,closed,2024-09-30T11:36:04Z,2024-10-07T16:02:35Z,['P1 Bug']
2555431342,4513,[Bug] Chilly Reception's Snow is called during Enemy AI Move Selection,closed,2024-09-30T03:12:51Z,2024-10-29T15:29:25Z,"['Move', 'P2 Bug']"
2554592474,4499,[Bug] Fixed-damage moves dealing critical hits,open,2024-09-29T01:21:40Z,,"['Move', 'P2 Bug']"
2554063652,4488,[Bug] Zekrom is Dragon/Fire instead of Dragon/Electric,closed,2024-09-28T07:02:39Z,2024-09-28T15:28:43Z,['(Legacy) Bug']
2553997553,4487,[Bug] Elite Four Lacey's Excadrill is missing Fairy tera,closed,2024-09-28T04:18:32Z,2024-09-28T15:32:44Z,['(Legacy) Bug']
2553939050,4480,[Bug] Opponent's Roar locks game if there isn't a Pokemon to switch into for double battle.,closed,2024-09-28T01:26:54Z,2024-09-28T04:12:03Z,['(Legacy) Bug']
2553901527,4477,[Mystery Encounter] Wish on a Star (Rogue),open,2024-09-28T00:04:31Z,,"['Enhancement', 'Mystery Encounter', 'Triage']"
2553883374,4475,[Mystery Encounter] Seaside Hollow (Rogue),open,2024-09-27T23:36:50Z,,"['Enhancement', 'Mystery Encounter', 'Triage']"
2553836872,4474,[Feature] Transferring Data,closed,2024-09-27T22:32:38Z,2024-09-27T22:39:06Z,"['Enhancement', 'Triage']"
2553171386,4465,[Bug] Save + Quitting does not reset sleeping mons' animation speed,closed,2024-09-27T15:08:53Z,2024-10-06T05:51:10Z,['P3 Bug']
2550789337,4448,[Bug] Flip Turn and Water Absorb not working ,closed,2024-09-26T14:36:13Z,2024-09-26T14:58:34Z,['(Legacy) Bug']
2549338758,4442,[Move][Partial] Round,closed,2024-09-26T02:27:09Z,2024-09-26T02:27:49Z,[]
2548932417,4435,[Bug][BETA] TLS Certificate expired,closed,2024-09-25T20:24:39Z,2024-09-25T20:58:12Z,['(Legacy) Bug']
2548918882,4434,[Bug] 'New Game' stays on a black screen!,closed,2024-09-25T20:16:16Z,2024-11-09T00:56:59Z,['(Legacy) Bug']
2548329766,4426,[Mystery Encounter] Froslass' Cavern (Great),closed,2024-09-25T15:37:13Z,2024-10-13T08:48:48Z,"['Enhancement', 'Mystery Encounter', 'Triage']"
2547892555,4423,[Mystery Encounter] The Labyrinth (Ultra),open,2024-09-25T12:44:03Z,,['Mystery Encounter']
2547881891,4422,[Mystery Encounter] Play Fetch (Common),open,2024-09-25T12:39:21Z,,['Mystery Encounter']
2547880258,4421,[Mystery Encounter] Rattattack (Common),open,2024-09-25T12:38:37Z,,['Mystery Encounter']
2547879286,4420,[Mystery Encounter] The Stray Pokemon (Great),open,2024-09-25T12:38:12Z,,['Mystery Encounter']
2547874246,4419,[Mystery Encounter] Weather Forecast (Common),open,2024-09-25T12:36:02Z,,['Mystery Encounter']
2547873411,4418,"[Mystery Encounter] Fog Encounter (name TBD, Great)",open,2024-09-25T12:35:40Z,,['Mystery Encounter']
2547871251,4417,[Mystery Encounter] Quiz Show,open,2024-09-25T12:34:50Z,,['Mystery Encounter']
2547869831,4416,[Mystery Encounter] Wannabe Rockstar (Great),open,2024-09-25T12:34:16Z,,['Mystery Encounter']
2546395417,4408,[Sprite/Anim] Quick Guard animation offsets ally's sprite,open,2024-09-24T21:06:20Z,,"['Sprite/Animation', 'P3 Bug']"
2545190222,4400,[P2] Toxic misses semi-invulnerable targets even if the user is Poison-type,closed,2024-09-24T11:56:25Z,2024-10-07T06:59:39Z,"['Move', 'P2 Bug']"
2541259227,4377,[Bug] Random Trainer Shininess Can End up on the Incorrect Pokémon,open,2024-09-22T21:11:10Z,,['P3 Bug']
2541227356,4375,Mystery Encounters 2.0,open,2024-09-22T19:37:44Z,,[]
2540619415,4372, Mystery Encounters beta bugs/breakfix #3,closed,2024-09-22T03:24:27Z,2024-10-01T14:09:36Z,[]
2540003087,4361,[Bug] Paldean Tauros and Lycanroc Forms have Access to Other Forms' TM Movepools,closed,2024-09-21T06:14:10Z,2024-10-02T03:02:23Z,"['Move', 'P2 Bug']"
2539996102,4360,[Bug] Rotom Forms Have Access to All of the Form Starter Moves Through TMs,closed,2024-09-21T06:00:54Z,2024-10-02T03:03:52Z,"['Move', 'P2 Bug']"
2539959929,4359,[Bug] Flinching Can Occur After a Pokemon Has Moved,open,2024-09-21T04:13:33Z,,"['Move', 'Ability', 'P2 Bug']"
2539813760,4353,"[Bug] Speed Boost is Activated on the Turn a Pokemon is Switched In, and When a Pokemon Fails to Escape",closed,2024-09-20T23:31:37Z,2024-10-29T21:38:35Z,"['Ability', 'P2 Bug']"
2539711018,4351,[Feature] Add username visual,closed,2024-09-20T21:30:27Z,2024-11-05T01:44:09Z,"['Enhancement', 'UI/UX']"
2539486351,4348,[Bug] Hypno unaffected by Sleep Powder,open,2024-09-20T19:10:25Z,,['Duplicate']
2538808460,4341,[P1 Bug][Beta] Game crashing when using the in game Retry option,closed,2024-09-20T13:17:45Z,2024-09-27T01:38:40Z,['P1 Bug']
2537513396,4334,"[Anim] Create battle-anim files for snowscape, tera-blast, tera-starstorm",open,2024-09-19T23:20:46Z,,"['Move', 'Sprite/Animation']"
2537509575,4333,"[BETA][P3] Splash message ""battles won"" showing `NaN` ",closed,2024-09-19T23:16:02Z,2024-09-27T01:48:05Z,['P3 Bug']
2536510606,4325,"[Bug] mono type challenge ,Baton Pass",closed,2024-09-19T14:24:19Z,2024-10-05T22:48:26Z,"['Challenges', 'P2 Bug']"
2535054376,4322,[Bug] Experimental variation loading doesnt happen for some sprites,open,2024-09-19T01:23:24Z,,"['Sprite/Animation', 'P3 Bug']"
2534049644,4316,[Bug] Crash that can occur when loading variant sprite,closed,2024-09-18T15:24:48Z,2024-10-10T02:29:01Z,['P1 Bug']
2532735508,4309,"[Bug] Baton Passes User-on-the-field-Dependent Status, Includes Attract and Trapping Moves",closed,2024-09-18T05:22:08Z,2024-10-23T15:24:51Z,"['Move', 'P2 Bug']"
2532602595,4308,[Bug] Formula used to calculate the chance of items upgrading in the shop is not the same with and without Lock Rarities selected,open,2024-09-18T03:16:23Z,,"['Miscellaneous', 'P2 Bug']"
2532524159,4306,"[Bug] Poltergeist's ""is about to be attacked by"" Message is Played when Present in the Opponent's Moveset",closed,2024-09-18T02:00:44Z,2025-01-15T08:53:18Z,"['Move', 'P3 Bug']"
2532389504,4304,[Bug] Type Hints Considers Effectiveness of Status-Afflicting Moves,open,2024-09-17T23:38:57Z,,"['UI/UX', 'P3 Bug']"
2532013149,4300, Mystery Encounters beta bugs/breakfix 2,closed,2024-09-17T19:59:35Z,2024-09-22T13:32:08Z,"['(Legacy) Bug', 'Mystery Encounter']"
2531582351,4296,"[Bug] True force-switch (Roar, Whirlwind, Circle Throw, Dragon Tail...)",closed,2024-09-17T16:25:04Z,2024-11-29T06:43:13Z,"['Move', 'P2 Bug']"
2530107718,4292,[Bug] Fail to Login by Discord,open,2024-09-17T06:04:40Z,,['(Legacy) Bug']
2529740697,4289,[Bug] Gigaton Hammer and Blood Moon can be Selected and Fail when Chosen Successively.,open,2024-09-17T00:56:34Z,,"['Move', 'P2 Bug']"
2529424584,4288,[Bug] Continue button for only session still shows up after game ends.,closed,2024-09-16T20:29:05Z,2024-09-26T20:57:16Z,['P1 Bug']
2528975780,4285,[Localization] Lazy-load languages (+ fix locale keys),open,2024-09-16T16:53:58Z,,"['Enhancement', 'Localization']"
2527743993,4281,"[Bug] When Multiple Stats are Lowered by a Single Move, Defiant and Competitive raise ATK/SPATK Once",closed,2024-09-16T07:46:58Z,2024-10-12T22:42:00Z,"['Ability', 'P2 Bug']"
2527662613,4280,[Bug][Localization] 技能 格斗暴冲 中文描述与游戏不符,closed,2024-09-16T07:03:11Z,2024-12-08T14:45:55Z,"['Localization', 'P3 Bug']"
2527533592,4279,[Bug] Keyboard press is repeated after letting go of the key,open,2024-09-16T05:29:33Z,,"['UI/UX', 'P3 Bug']"
2527480592,4277,"[Bug] Thrash (Frenzy Moves) Counter Increments despite Move Failing, Paralysis",closed,2024-09-16T04:35:30Z,2024-10-29T15:36:26Z,"['Move', 'P2 Bug']"
2527372337,4275,[Feature] Overload generateAndPopulateMoveset(),open,2024-09-16T02:16:56Z,,['Enhancement']
2526461471,4255,[Bug] api.pokerogue.net down,closed,2024-09-14T14:57:01Z,2024-09-14T15:11:26Z,['(Legacy) Bug']
2526401003,4251,[Bug] damage animation delay for critical hits,closed,2024-09-14T13:17:48Z,2024-09-14T23:36:00Z,['P3 Bug']
2526092579,4247,[Bug] Currency total reverted to NAN on beta branch,closed,2024-09-14T08:34:30Z,2024-09-14T09:38:33Z,['(Legacy) Bug']
2525951489,4240,Mystery Encounters beta bugs/breakfix,closed,2024-09-14T02:47:46Z,2024-09-22T18:39:55Z,"['(Legacy) Bug', 'Mystery Encounter']"
2525932621,4239,[Balance Bug] Champion team comp levels,open,2024-09-14T02:08:28Z,,"['Balance Team', 'P2 Bug']"
2525926600,4238,[Bug] Grassy Terrain does not halve the power of ground shaky moves,closed,2024-09-14T01:52:01Z,2024-09-15T03:46:11Z,"['Move', 'P2 Bug']"
2525905498,4232,[Feature] allow re-arranging Pokemon during “check team”,open,2024-09-14T00:59:01Z,,['Enhancement']
2525599119,4220,[Sprite][Bug][Anim] Unofficial Sprites Floating / Offset,open,2024-09-13T20:04:01Z,,"['Sprite/Animation', 'P3 Bug']"
2525561073,4219,"[Bug] Damaging Phasing Moves (Dragon tail, Circle Throw) Softlock on Reviver Seed Activation.",closed,2024-09-13T19:45:47Z,2024-10-14T00:12:18Z,"['Move', 'Item', 'P1 Bug']"
2525466396,4218,[Bug] Tera Shell only Considers the First Hit when Modifying Type Effectiveness,closed,2024-09-13T18:54:11Z,2024-11-03T23:09:03Z,"['Ability', 'P2 Bug']"
2523819724,4208,Stuck in black screen after NEW GAME,closed,2024-09-13T03:53:05Z,2024-09-13T22:22:08Z,['P1 Bug']
2523425834,4199,[Bug] Sturdy Activates when the Actual Damage done to a Boss Pokemon on the Initial Hit is greater or equal to their Actual Health,open,2024-09-12T21:56:15Z,,"['Ability', 'P2 Bug']"
2522599964,4197,[Feature] Warning messages for specific floors,open,2024-09-12T14:42:31Z,,['Enhancement']
2520615186,4181,[Sprite][Anim][Trainer] Marlon Sprite's shadow is on screen while he's invisible,open,2024-09-11T19:38:07Z,,"['Sprite/Animation', 'P3 Bug']"
2520415247,4179,[Sprite][Color] Unofficial Sprites have Uncompressed Color Palettes,open,2024-09-11T18:08:30Z,,"['Sprite/Animation', 'P3 Bug']"
2520399234,4178,[Sprite][Anim][BLOCKED] Mega Sharpedo experimental animation Rework,open,2024-09-11T17:59:31Z,,['Sprite/Animation']
2520386155,4177,[Sprite][Anim] Kirlia clipped back sprite,closed,2024-09-11T17:51:41Z,2024-09-26T04:17:57Z,"['Sprite/Animation', 'P3 Bug']"
2520381770,4176,[Sprite][Color] Scyther highlight color on forehead is darker than base color,open,2024-09-11T17:49:12Z,,"['Sprite/Animation', 'P3 Bug']"
2520372556,4174,[Sprite][Color][BLOCKED] Deerling Missing Variants,open,2024-09-11T17:44:12Z,,"['Sprite/Animation', 'P3 Bug']"
2520364668,4173,[Sprite][Color] Centiscorch T2 front/back color mismatch,open,2024-09-11T17:41:01Z,,"['Sprite/Animation', 'P3 Bug']"
2520360972,4172,[Sprite][Bug] Fletchinder white pixels on back experimental animation,closed,2024-09-11T17:39:37Z,2024-10-28T02:06:43Z,"['Sprite/Animation', 'P3 Bug']"
2520355853,4171,[Sprite][Anim] 36 Clefable Animation Error,open,2024-09-11T17:37:35Z,,"['Sprite/Animation', 'P3 Bug']"
2520181352,4169,[Sprite] Convert all Image Variants into Palette Info,open,2024-09-11T16:18:30Z,,"['Sprite/Animation', 'P3 Bug']"
2518793705,4166,[Bug] Move descriptions in the TM info window don't wrap in Japanese,open,2024-09-11T07:22:42Z,,['P3 Bug']
2518362572,4163,[Bug] Baddy Bad and Glitzy Glow Set Reflect / Light Screen when Protected against and when they have no Effect,closed,2024-09-11T03:17:08Z,2024-09-16T07:21:59Z,"['Move', 'P2 Bug']"
2518295902,4162,[Bug] Tera Shift will fail to change form in specific situation,closed,2024-09-11T02:09:11Z,2024-09-11T04:13:02Z,['Duplicate']
2518225813,4161,[Bug] Signing In With Google Only Refreshes The Page,open,2024-09-11T00:49:24Z,,['(Legacy) Bug']
2517054009,4158,[Sprite][Bug] Female Icons don't show up,closed,2024-09-10T17:17:06Z,2024-11-14T23:21:04Z,"['Sprite/Animation', 'P3 Bug']"
2517008043,4157,[Sprite][Bug][Anim] Fix pokemon sprite shadow alignment,open,2024-09-10T17:01:28Z,,"['Sprite/Animation', 'P3 Bug']"
2516929047,4156,[Sprite][Bug][Color] 864 Cursola Variant Mismatch on Static vs Anim,closed,2024-09-10T16:31:30Z,2024-09-12T00:51:31Z,"['Sprite/Animation', 'P3 Bug']"
2514122146,4134,[Bug][UI] Egg summary not showing HA icon for some Pokemon,closed,2024-09-09T14:24:26Z,2024-09-10T15:13:42Z,"['UI/UX', 'P3 Bug']"
2513739993,4130,[Bug][Anim] Minior's animation wraps around to the left,closed,2024-09-09T11:49:19Z,2024-09-26T04:17:55Z,"['Sprite/Animation', 'P3 Bug']"
2512463381,4112,[Bug] Achievement/Voucher menu broken when closing and reopening,closed,2024-09-08T16:19:45Z,2024-09-19T00:00:00Z,"['UI/UX', 'P3 Bug']"
2512459533,4111,[Bug] Game crash/softlock after the first egg summary in a new run,closed,2024-09-08T16:10:25Z,2024-09-10T13:23:14Z,['P1 Bug']
2512404387,4107,[Bug] Crash on using TM,closed,2024-09-08T14:03:10Z,2024-09-09T13:27:59Z,['P1 Bug']
2512212325,4100,[Bug] Lures Are Infinite Duration,closed,2024-09-08T05:50:44Z,2024-09-10T09:37:25Z,"['Item', 'P2 Bug']"
2512182373,4096,[Bug] Teamwork Achievement description,closed,2024-09-08T03:55:37Z,2024-09-08T06:46:57Z,['P3 Bug']
2512154077,4093,"[Feature] Add ""Met in a Mysterious Encounter"" to Pokemon descriptions",open,2024-09-08T01:55:57Z,,[]
2511734099,4086,[Feature] Add missing user/target benefit score on moves,closed,2024-09-07T15:02:54Z,2024-09-09T12:10:18Z,['Enhancement']
2511541166,4081,[Bug] SNOW_WORKER has no Dialogue,closed,2024-09-07T08:29:40Z,2024-09-25T18:07:00Z,['P3 Bug']
2511450383,4079,[Bug] Softlock when Both Pokemon Faint Simultaneously to Perish Song while Transitioning from a Double to a Single battle,open,2024-09-07T03:56:54Z,,"['Move', 'P1 Bug']"
2511204844,4073,[Bug] ,closed,2024-09-06T21:16:01Z,2024-09-07T03:06:07Z,['(Legacy) Bug']
2509568148,4064,[Feature Request] Allow to sign up with Google or Discord,open,2024-09-06T05:45:24Z,,['Enhancement']
2509135878,4060,"[Bug] Moves Can Miss Against Protect, Baneful Bunker, King's Shield",closed,2024-09-06T00:32:47Z,2024-10-06T05:52:49Z,"['Move', 'P2 Bug']"
2508580585,4058,[Bug] Flash Fire message does not display,open,2024-09-05T19:40:17Z,,"['Ability', 'P2 Bug']"
2508200235,4050,"[Bug] Aura Break Applies the Damage Multiplier to the Bearer's Side's Dark and Fairy Moves, even without Fairy or Dark Aura Present.",closed,2024-09-05T16:05:54Z,2024-09-06T12:19:08Z,"['Ability', 'P2 Bug']"
2506958574,4042,[Bug] Sandstorm and Hail damage Triggers on the Semi-Invulnerable Turn of Dig and Dive,closed,2024-09-05T07:10:43Z,2024-09-06T18:22:49Z,"['Move', 'P2 Bug']"
2506928829,4041,"[Bug] Dive Ignores abilities that Use PostDefendAbAttr - includes Sand Spit, Rough Skin, Seed Sower and Gulp Missile.",closed,2024-09-05T06:53:47Z,2024-10-23T15:08:43Z,"['Move', 'P2 Bug']"
2506776993,4039,[Bug] Pokémon level-up evolution is improperly delayed,closed,2024-09-05T05:04:52Z,2024-11-12T11:44:29Z,['P2 Bug']
2506726758,4035,[Bug] Pure Flying types using Roost should become a Normal type,closed,2024-09-05T04:12:58Z,2024-09-05T05:29:44Z,['Duplicate']
2506703753,4034,[Bug] Intermittent failing test with Rage Powder,closed,2024-09-05T03:48:11Z,2024-09-05T05:26:02Z,['(Legacy) Bug']
2506539023,4030,"[Bug] Mini Black Hole Does not Display Holder's Nickname, uses Species Instead",closed,2024-09-05T00:40:18Z,2024-09-05T05:26:15Z,['P3 Bug']
2506515559,4029,[Bug] Aegislash's Stance Change does Not Revert to Shield Forme upon Fainting,closed,2024-09-05T00:14:36Z,2024-09-06T19:18:16Z,"['Ability', 'P2 Bug']"
2504329920,4020,[Bug] Egg Cracking Sound Effect is Repeatedly Looped Back When Holding B/X,closed,2024-09-04T05:16:54Z,2024-09-04T05:24:55Z,['(Legacy) Bug']
2504300862,4018,"[Bug] Team Rocket Admin Ariana is Missing a ""have"" in her Encounter Dialogue",closed,2024-09-04T04:50:38Z,2024-09-04T16:58:36Z,['P3 Bug']
2504137152,4017,[Feature] Doubles challenge modifier,open,2024-09-04T02:04:19Z,,['Enhancement']
2504087404,4015,[Feature] Show base stat and IVs for Pokemon in the summary screen,open,2024-09-04T01:11:02Z,,['Enhancement']
2504004710,4014,[Feature] Spliced Challenge modifier,open,2024-09-03T23:47:05Z,,['Enhancement']
2503460599,4006,[Bug] Normalize + Scrappy + Wonder Guard + Dual Wingbeat interaction issue,closed,2024-09-03T18:02:48Z,2024-09-08T04:39:03Z,['P2 Bug']
2503435643,4005,[Feature] Telemetry and user metrics,open,2024-09-03T17:47:43Z,,['Enhancement']
2503278149,4004,[Feature] Add blueberry academy E4 to gen 9 challenge,open,2024-09-03T16:16:16Z,,['Enhancement']
2503270408,4003,[Bug] Evil team generation rng bugs,open,2024-09-03T16:12:15Z,,['P2 Bug']
2503101847,4002,[Feature] Mint UI should show if a nature is owned already,open,2024-09-03T14:55:20Z,,"['Enhancement', 'Item']"
2502083072,3996,[Bug] Abilities that change move type seem to change the Type icons in the UI,open,2024-09-03T07:03:14Z,,"['Ability', 'P3 Bug']"
2501802908,3991,[Bug] Scrappy prevents Super Effective attacks against Ghost types in Inverse challenge,closed,2024-09-03T02:25:38Z,2024-09-08T04:38:46Z,"['Ability', 'P2 Bug']"
2501452097,3984,[Bug] Roost Grounds the User Rather than Removing Flying Typing,closed,2024-09-02T18:38:37Z,2024-09-12T19:30:15Z,"['Move', 'P2 Bug']"
2501132328,3980,[Bug] Endless Ending (Wave 5850) Text Does not Display Correctly,closed,2024-09-02T14:40:27Z,2024-09-06T17:54:12Z,['P3 Bug']
2500072029,3971,"[Bug] Evolving a Pokemon into an Unlockable Starter (usually baby pokemon) displays the ""___ has been added as a starter"" Textbox at an Awkward Time",open,2024-09-02T06:01:37Z,,['P3 Bug']
2499887679,3965,[Bug] Voucher Page Inaccessible on Mobile,closed,2024-09-02T02:51:23Z,2024-09-02T23:18:47Z,['(Legacy) Bug']
2499677993,3958,[Bug] Prankster Roar/Whirlwind Bugs Out On Dark Types/Dazzling/etc.,open,2024-09-01T20:53:40Z,,"['Move', 'Ability', 'P2 Bug']"
2499659631,3955,[Bug] Ineligible Pokemon Contribute Luck In Challenges,closed,2024-09-01T20:05:48Z,2024-09-02T23:19:17Z,['(Legacy) Bug']
2499196678,3951,[Bug] Account Hard-Locked after refreshing frozen battle screen,closed,2024-09-01T03:38:06Z,2024-09-01T14:26:13Z,['(Legacy) Bug']
2498748399,3937,[Bug] Form Changing Pokémon that need two pokémon cannot swap current moves with other current moves,open,2024-08-31T09:22:46Z,,['P3 Bug']
2498561979,3930,"[Bug] Moves That a Pokemon Knows and are not in their List of Learnable TMs Display as ""Not Able"" Rather than Learned ",closed,2024-08-31T02:24:29Z,2024-09-02T23:19:55Z,"['(Legacy) Bug', 'UI/UX']"
2498485680,3929,"[Bug] Electro Shot Boosts After Firing, Behaves Strangely with Multi-Lens",closed,2024-08-31T01:18:23Z,2024-10-23T15:08:43Z,"['Move', 'P2 Bug']"
2498141462,3924,[Bug] Shiny sparkle animation not always showing during Egg Hatch Phase,closed,2024-08-30T20:39:11Z,2024-12-01T00:08:55Z,"['UI/UX', 'P3 Bug']"
2498122383,3923,[Bug] Unable to open menu after trainer fights,closed,2024-08-30T20:26:44Z,2024-08-31T05:26:42Z,"['UI/UX', 'P2 Bug']"
2498080567,3922,"[Bug] Cursor Does not Default to the First Move slot after a Pokemon is Switched-in, Does not Default to ""Fight""",closed,2024-08-30T19:55:53Z,2024-09-03T22:14:40Z,"['UI/UX', 'P2 Bug']"
2497489409,3919,[Feature] Retry from last item select,open,2024-08-30T15:09:48Z,,['Enhancement']
2496375839,3914,"[Bug] Multihit Moves Called by Moves that Call other Moves (Metronome, Copycat, Sleep Talk, etc) Only Hit Once",closed,2024-08-30T06:41:57Z,2024-10-04T14:53:39Z,"['Move', 'P2 Bug']"
2496013891,3911,[Bug] miracle_eye.test.ts › Moves - Miracle Eye > should allow Psychic moves to hit Dark types: flaky,closed,2024-08-30T02:40:00Z,2024-09-03T00:03:51Z,['(Legacy) Bug']
2495887371,3909,[Feature] Add version visual,closed,2024-08-30T00:28:09Z,2024-10-17T02:47:19Z,"['Enhancement', 'UI/UX']"
2495845483,3908,[Bug] lost account access ,closed,2024-08-29T23:47:44Z,2024-09-05T06:28:35Z,['(Legacy) Bug']
2495645205,3905,"[Bug] Skill Swap, Role Play, Entrainment, Trace, and Neutralizing Gas(P) Do not Reactivate abilities when Gaining them or After Suppression Wears off ",open,2024-08-29T21:52:54Z,,"['Move', 'Ability', 'P2 Bug']"
2495530374,3901,[UI] Text exceeds Ability Flyout box size,open,2024-08-29T20:35:49Z,,"['Enhancement', 'UI/UX', 'P3 Bug']"
2495286477,3898,[Bug] No Indication for Status Move Failure on Misty Terrain,open,2024-08-29T18:40:06Z,,['P2 Bug']
2493868304,3891,"[Bug] Weird handling of ""requires restart"" toggle options in settings",open,2024-08-29T09:05:16Z,,"['(Legacy) Bug', 'P3 Bug']"
2493318989,3885,mobile,closed,2024-08-29T02:30:01Z,2024-08-29T02:30:10Z,[]
2493073627,3877,[Bug] Biome Weather Disappears When Reloading on the First Wave of a Biome,closed,2024-08-28T22:13:12Z,2024-09-16T20:37:44Z,['P2 Bug']
2493017476,3876,"[Bug] Octolock Ignores Clear Body, White Smoke, Big Pecks",closed,2024-08-28T21:26:45Z,2024-09-02T06:27:53Z,"['(Legacy) Bug', 'Move']"
2492972938,3875,[Bug] Spread Healing Moves Only Consider the Damage done to the Pokemon on the Right Side when Determining Healing in Double Battles,open,2024-08-28T20:53:56Z,,"['Move', 'P2 Bug']"
2492889593,3874,[Bug] Copycat and Metronome can Target Allies,closed,2024-08-28T20:00:38Z,2025-01-14T23:26:36Z,"['Move', 'P2 Bug']"
2492807452,3872,[P2 Bug] Forewarn treats self status moves as 80bp,open,2024-08-28T19:07:57Z,,"['Move', 'Ability', 'Refactor', 'P2 Bug']"
